id,display_name,alternate_titles,country_code,description,homepage_url,image_url,image_thumbnail_url,grants_count,works_count,cited_by_count,summary_stats,ids,counts_by_year,roles,updated_date,created_date
https://openalex.org/F4320337352,National Institute on Deafness and Other Communication Disorders,,US,member institute of the U.S. National Institutes of Health,http://www.nidcd.nih.gov/Pages/default.aspx,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/National Institute on Deafness and Other Communication Disorders logo.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/National Institute on Deafness and Other Communication Disorders logo.png&width=300,9614,8198,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337365,National Institute of Dental and Craniofacial Research,,US,"research institute, part of the U.S. National Institutes of Health (NIH), previously named National Institute of Dental Research (NIDR)",http://www.nidcr.nih.gov,NA,NA,9450,8185,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320306107,U.S. Environmental Protection Agency,,US,U.S. federal government agency,http://www2.epa.gov,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/EPA logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/EPA logo.svg&width=300,6204,7982,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332177,Agency for Healthcare Research and Quality,,US,"United States federal agency division that supports research to improve the quality, safety, efficiency, and effectiveness of health care for all Americans",http://www.ahrq.gov,NA,NA,7247,7650,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332605,Agricultural Research Service,,US,research agency of the United States Department of Agriculture,http://www.ars.usda.gov/main/main.htm,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beltsville Agricultural Research Center grounds.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beltsville Agricultural Research Center grounds.jpg&width=300,5649,7297,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337534,National Institute on Minority Health and Health Disparities,,US,government health institute,http://nimhd.nih.gov,NA,NA,7072,7143,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332183,U.S. Geological Survey,,US,scientific agency of the United States government,http://www.usgs.gov,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/USGS logo green.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/USGS logo green.svg&width=300,2724,7022,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332369,National Nuclear Security Administration,,US,United States federal government agency,http://nnsa.energy.gov,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/NNSA Logo.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/NNSA Logo.png&width=300,5586,6977,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320308129,Cancer Prevention and Research Institute of Texas,,US,"facility in Austin, United States",http://www.cprit.state.tx.us,NA,NA,7459,6803,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320306193,John Templeton Foundation,,US,philanthropic organization,https://www.templeton.org,NA,NA,4561,6658,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337348,National Human Genome Research Institute,,US,"U.S. research institute, part of the National Instittutes of Health",https://www.genome.gov,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Nhgri logo vertical.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Nhgri logo vertical.jpg&width=300,7538,6577,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332186,Defense Threat Reduction Agency,,US,government agency,http://www.dtra.mil,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/US-DefenseThreatReductionAgency-Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/US-DefenseThreatReductionAgency-Logo.svg&width=300,6120,6541,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320338295,Army Research Laboratory,,US,research facility of the United States Army,https://arl.devcom.army.mil,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/ARL Logo March 2012.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/ARL Logo March 2012.png&width=300,4934,6369,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320306811,Research to Prevent Blindness,,US,non-profit organization,http://www.rpbusa.org/rpb,NA,NA,2035,6324,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320337368,Division of Graduate Education,,US,"government organization in Arlington, United States",http://www.nsf.gov/div/index.jsp?div=DGE,NA,NA,6027,6171,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320332454,American Chemical Society Petroleum Research Fund,,US,"professional society, publisher",http://www.acs.org/content/acs/en.html,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/American Chemical Society Building.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/American Chemical Society Building.JPG&width=300,5141,6149,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320307776,Merck,,US,American multinational pharmaceutical company,https://www.merck.com,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Merck Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Merck Logo.svg&width=300,631,5866,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
https://openalex.org/F4320338294,Air Force Research Laboratory,,US,scientific research organization operated by the United States Air Force,https://www.afrl.af.mil,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Air Force Research Laboratory.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Air Force Research Laboratory.png&width=300,4462,5843,0,,,,,2023-02-13T20:32:25.746687,2023-02-13T20:32:25.746687
